DE,Wilmington,softball,https://www.littleleague.org/play-little-league/softball/,"city, state Youth softball leagues"
DE,Wilmington,softball,https://coloradosprings.gov/sports-office/page/youth-t-ball-baseball-softball,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.littleleague.org/,"city, state Youth softball leagues"
DE,Wilmington,softball,https://parks.lacounty.gov/sports/,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.cityofparma-oh.gov/en-us/Recreation-Department.aspx,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.waco-texas.com/Departments/Parks-Recreation/Sports-Leagues,"city, state Youth softball leagues"
DE,Wilmington,softball,https://mybbaseball.com/,"city, state Youth softball leagues"
DE,Wilmington,softball,https://legalaidatwork.org/davis-youth-softball-association-and-civil-rights-nonprofit-organizations-reach-agreement-with-city-of-davis-regarding-gender-based-equity-in-community-sports/,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.brookhavenga.gov/parksrec/page/youth-athletics,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.cityofclarksville.com/720/Athletics,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.cedarcity.org/1215/Baseball-Softball,"city, state Youth softball leagues"
DE,Wilmington,softball,https://phenixcityal.us/parks-recreation/athletics/youth-leagues/baseball-softball/,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.usssa.com/fastpitch,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.cityofshelby.com/departments/parks-and-recreation/youth-programs/girl-s-softball,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.athensalabama.us/196/Youth-Softball,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.buckeyeaz.gov/community/residents/parks-recreation/sports-leagues/youth-sports-leagues,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.cityoflancasterca.org/our-city/departments-services/parks-recreation-arts/recreation/athletics,"city, state Youth softball leagues"
DE,Wilmington,softball,https://clubs.bluesombrero.com/Default.aspx?tabid=1270623,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.montgomeryal.gov/residents/dixie-youth-baseball-softball,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.usasoftball.com/,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.knoxvilletn.gov/government/city_departments_offices/parks_and_recreation/sports/baseball/youth_baseball___softball,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.tcgfsa.org/,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.cityofrockhill.com/departments/parks-recreation-tourism/programs/athletic-leagues/youth-leagues,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.phoenix.gov/parks/sports,"city, state Youth softball leagues"
DE,Wilmington,softball,https://usfastpitch.com/,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.bcutah.gov/recreation.htm,"city, state Youth softball leagues"
DE,Wilmington,softball,https://vcsuvikings.com/sports/2023/1/26/54_133192468871818199.aspx,"city, state Youth softball leagues"
DE,Wilmington,softball,https://cityofgardena.org/sports-and-leisure/,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.killeentexas.gov/182/Youth-Leagues,"city, state Youth softball leagues"
DE,Wilmington,softball,https://www.mywinterhaven.com/parks-and-recreation/facilities-parks/diamonplex/,"city, state Youth softball leagues"
